"//  COLOR KEY:\n// GREEN is READY FOR TRANSLATION\n// YELLOW is IN PROGRESS, DON'T TRANSLATE\n// RED is UNUSED, DON'T TRANSLATE\n//PURPLE NEEDS UPDATE (pls change to blue after update)\n//BLUE is UPDATED TEXTS",,
"menu_startgame","Start Game","開始遊戲"
"lore_plains_random02","This place was too hot for Ulf, a man used to brushing snow from his beard. He carved this stone and moved on.","這裡對於習慣了頭頂雪花的烏爾夫來說太熱了。 他雕刻了這塊石碑後就離開了。"
"lore_plains_random03","Still your mind, traveller. Odin speaks to those who listen. Here in this barren land, one of the Forsaken Ones dwells. He is an ancient sorcerer twisted by bitterness, dragging what remains of his broken body across the sands. Surely Odin will smile upon the warrior who can vanquish this abhorrence.","平靜下來，旅行者。 奧丁會跟認真傾聽的人講話。 在這片荒蕪的土地上，居住者其中一位被遺忘者。 他是一位被痛苦扭曲的古老巫師，在砂石上拖著他殘破的身軀。 如果奧丁知道是誰戰勝了這令人憎恨的邪靈，一定會對他微笑。"
"lore_plains_random04","Near this spot I saw a star come unfastened from the great curtain of night and fall into the sand. It glowed red when I approached but by morning was cool. Blessed sword-flesh, furnace-food, a gift of iron from the Gods!","在這個地方附近，我看到一顆星星從靜謐的夜幕中劃落，墜入了沙裡。 當我靠近是它發出了紅色的光芒但是到了早上它冷卻了下來。 寶劍的魂，熔爐之食，天賜金屬。"
"lore_plains_random05","Good friend, lay your hand on this stone and remember Harald, who carved it. In Midgard I lost my life on the battlefield but in Valheim it was restored to me. Yet still my battles continued.\n\nIn the green meadows I fought Eikthyr the Great Stag and lost an eye to his horns.\n\nIn the deep woods I gave my shield hand to the Old Man of the Forest, and took a draugr arrow below my ribs that my fingers can still feel.\n\nOn the mountainside I fought the Mother Drake and she bit off my leg at the knee so that I must walk always with a staff.\n\nNow my last battle must be at hand. When I sleep this time, where will I wake?","摯友，把你的手放在這塊石碑上，記得我，哈拉爾德，我是刻這塊石碑的人。 我在人界的戰爭中犧牲了但是在瓦爾海姆我得到了重生。 但我的戰爭卻一刻也未停止。 \n\n我在青青草原與赤血靈鹿戰鬥過，在這場戰鬥中他用角戳瞎了我的一隻眼睛。 \n\n我在密林深處被森林裡的長者截掉了拿盾的手臂，然後被一支屍鬼箭射中了胸骨頭，我到現在還能感到當時的疼痛。 \n\n我在雪山頂端挑戰過霜龍之母，她咬掉了我的一條小腿，而我現在必須杵著拐杖走路。 \n\n現在我的最後一戰即將到來，當我睡去以後，我會在何處醒來？"
"lore_plains_random06","In my dream, Odin came to me as an old man leaning on a stick, a wide-brimmed traveller’s hat on his head. He told me to trust the ravens who carry his words under their tongues and to carve this stone that others might know his will. We must kill the Forsaken to find our places in his hall at Valhalla.","在我的夢裡，奧丁垂垂老矣，他靠著一根拐杖，帶著一頂寬簷旅帽。 他告訴我要相信幫他傳遞訊息的烏鴉，並刻下石碑讓世人他的意志。 我們必須擊殺被遺忘者才能獲取在英靈殿的一席之地。"
,,
,,
"prop_ancienttree","Ancient tree","古代木"
"prop_ancienttreeroot","Ancient root","古老之根"
"prop_treelog","Log","原木"
"prop_treestump","Stump","樹墩"
"prop_beech","Beech","山毛櫸"
"prop_beech_sapling","Beech sapling","山毛櫸樹苗"
"prop_birch","Birch","樺樹"
"prop_fir","Fir","冷杉"
"prop_fir_sapling","Fir sapling","冷杉樹苗"
"prop_pine","Pine","松樹"
"prop_pine_sapling","Pine sapling","松樹苗"
"prop_oak","Oak","橡樹"
,,
,,
"enemy_troll","Troll","巨魔"
"enemy_stonegolem","Stone Golem","石高崙"
"enemy_drake","Drake","霜龍"
"enemy_goblin","Fuling","符靈"
"enemy_goblinbrute","Fuling Berserker","符靈狂戰士"
"enemy_eikthyr","Eikthyr","赤血靈鹿"
"enemy_gdking","The Elder","古樹長老"
"enemy_bonemass","Bonemass","邪骨惡靈"
"enemy_dragon","Moder","冰霜龍母"
"enemy_goblinking","Yagluth","亞格魯斯"
"enemy_deathsquito","Deathsquito","殺人蜂"
,,
,,
"prop_eldersummoningbowl_name","Ancient bowl","上古之盎"
"prop_eldersummoningbowl_use","Burn item","燃燒物品"
"prop_dragonsummoningbowl_name","Sacrificial altar","獻祭壇"
"prop_eggcup","Offering bowl","獻祭碗"
"prop_offerbowl_makeoffer","Offer sacrifice","提供祭品"
,,
,,
"menu_server_warning","Warning","警告"
"menu_server_info","Beware that joining any online server will put your game character at risk. It might be a good idea to create a separate character when playing online to reduce the risk of losing precious possessions. Also be aware that there is always a risk of encountering cheaters and griefers when playing online. Good luck!","加入線上伺服器時請謹慎，因為這有可能會讓你的角色遇到很大的風險。\n加入線上伺服器最好是創建一個單獨的角色，這樣可以避免遺失昂貴的物品。\n還需要注意的是，加入線上伺服器還有可能會遇到作弊的人和喜歡騷擾別人的人。\n\n祝你好運！"
,,
,,
"loadscreen_tip01","Don't forget to upgrade your crafting stations, weapons and armor.","別忘了對你的工作檯，武器和護甲升級"
"loadscreen_tip02","Eating food increases your health and stamina pools. Try to balance your three food slots accordingly.","進食會增加你的生命值和耐力值。 儘量嘗試攝入不同的食物，營養均衡。"
"loadscreen_tip03","Upgraded stations enable various crafting options and lets you improve your equipment.","升級工作檯可以給你更多的製作選項並讓你可以升級你的裝備。"
"loadscreen_tip04","There are four principal crafting types: woodworking, masonry, smithing, and cooking.","你有四種手工技能：木工，石工，鍛造和烹飪。"
"loadscreen_tip05","Enemies won't spawn near player built structures (e.g., crafting tables, camp fires, etc.)","敵人不會在玩家的修建的建築物附近有復活點（如：工作檯，營火等等）"
"loadscreen_tip06","Sitting is the safest way to travel while on a boat.","航海時最安全的姿勢便是坐著。"
"loadscreen_tip07","Upon your arrival in Valheim, try to find stones and branches on the ground to build your first weapon.","當你到達瓦爾海姆的時候，嘗試在地上找到石頭和樹枝以製作你的第一個武器。"
"loadscreen_tip08","It is generally a bad idea to venture outside at night...","總的來說晚上在室外遊蕩並不是一個好主意。"
"loadscreen_tip09","Hunting deer with a ranged weapon provides a good source of meat and skin.","用遠程武器獵殺鹿是不錯的肉和皮毛來源。"
"loadscreen_tip10","Build a rudimentary shelter as soon as possible!","你需要盡快建造一個基本的住所！"
"loadscreen_tip11","Different enemies are weak to different damage types. For instance, Greydwarfs don't like fire.","不同的敵人會被不同的傷害削弱。比如灰矮人就怕火。"
"loadscreen_tip12","When you have built a bed, do not forget to claim it.","當你製作了一張床後，別忘了認領它。"
"loadscreen_tip13","Attacking with knives and bows while sneaking confers a large damage bonus.","在潛行時使用匕首和弓箭會造成巨量的傷害。"
"loadscreen_tip14","Birds are a good source of feathers. They will stay close to the ground while the weather is bad.","鳥類是羽毛的來源，天氣不好的時候它們會待在地面上。"
"loadscreen_tip15","Hugin the raven offers helpful hints.","烏鴉福金會給你有用的訊息。"
"loadscreen_tip16","Some resources require better gear to harvest them.","部分資源需要更好的工具來開採。"
"loadscreen_tip17","Being rested helps to regenerate stamina and health faster.","當你在休息後的狀態，你的生命值和耐力值恢復速度回加快。"
"loadscreen_tip18","Yellow damage numbers indicate a weakness, grey numbers indicate a resistance.","黃色傷害數字表示為弱點攻擊，而灰色則表示對該攻擊具有抗性。"
"loadscreen_tip19","The hoe can flatten the ground, which makes it much easier to construct buildings.","鋤頭可以鋤平地面，在平緩的地面上建造房屋會更簡單。"
"loadscreen_tip20","Build a cart to haul heavy goods over longer distances.","如果想要長距離運送比較重的物品，你可以製作一輛雙輪貨車。"
"loadscreen_tip21","Boats are controlled by interacting with the steering oar.","通過操控操縱杆來控制船隻走向。"
"loadscreen_tip22","Tin and copper can be found in the Black Forest.","你可以在黑暗林山裡找到錫和銅"
"loadscreen_tip23","Look for berries and mushrooms. They help to keep your stomach full.\n","嘗試尋找野莓和蘑菇，這樣你才不會餓肚子。"
,,
,,
"guardianstone_eikthyr_desc","His antlers are branches of iron\nThey crack the rocks and bring down mountains\nHis hooves are the sound of thunder\nHis voice a howling gale","他的犄角是鋼鐵一般的存在\n可以開山劈石\n他的蹄聲如雷貫耳\n他的聲音尖利沙啞"
"guardianstone_theelder_desc","First of the Forest, King-in-the-Wood\nLord over those who dwell at his feet\nHis roots will grow where cities once stood\nTheir blood his wine, their flesh his meat","森之最，林中王\n居住在這裡的人都臣服在他腳下\n他在曾經繁榮的土地上肆意生長\n鮮血是他的紅酒，血肉是他的美食。"
"guardianstone_bonemass_desc","Wanderer, look to your feet\nThat tread upon our tomb\nOne thousand bones without their meat\nWill drag you to your doom","遊蕩者，看看你的腳下吧\n那踏在我們墳墓上的腳步\n成千上萬的沒有肉體的骨架\n它們會帶你墜入深淵"
"guardianstone_moder_desc","Black wings across the moon and sun\nDown from the mountain our mother comes\nHer weeping tears will fall like rain\nHer voice will call us home again","黑色的翅膀遮住了太陽和月亮\n槽旋在山峰上的是龍之母\n她的眼淚會化成雨\n她的哀鳴在召喚我們回家"
"guardianstone_yagluth_desc","Long ages past, he wore a crown\nBeneath a blood-red sky\nNow naught is left of all he was\nBut his spirit cannot die","很久很久以前，他還帶著皇冠\n在血紅色的蒼穹之下\n而現在，他一無所有\n但他的靈魂卻一直在徘徊"
"guardianstone_name","Sacrificial stone","獻祭石"
"guardianstone_hook_name","Trophy hook","戰利品鉤掛"
"guardianstone_hook_activate","Activate power","啟動神力"
"guardianstone_hook_deactivate","Release power","解除神力"
"guardianstone_hook_power_activate","Activated","已啟動"
"guardianstone_hook_power_deactivate","Released","已解除"
"guardianstone_trophyplaced","Forsaken sacrificed","已獻祭給被遺忘者"
,,
,,
"npc_haldor_greeting01","Humph! Another scrap of flesh from the Valkyries...","哼！另一塊瓦爾基麗的碎肉"
"npc_haldor_greeting02","Well?","行吧？"
"npc_haldor_greeting03","What do you want?","你想幹嘛？"
"npc_haldor_goodbye01","Try not to wander too far. I want your things when you get killed.","試著別溜達得太遠。當你被殺死時我想要你身上的東西。"
"npc_haldor_goodbye02","Away with you. I have things to do.","滾開，我有事忙著呢！"
"npc_haldor_goodbye03","Off you go then.","你走吧，再見。"
"npc_haldor_trade01","I'm interested in trade, not chatter. Do you want to buy something or not?","我可沒時間聊天，我只對生意有興趣。 你到底買不買？"
"npc_haldor_trade02","Come, let us make a deal.","來來來，看一看瞧一瞧了啊，便宜賣了啊。"
"npc_haldor_trade03","You're fortunate to have caught me in a good mood. Let us trade.","你運氣不錯，爺今天心情好，便宜賣了。"
"npc_haldor_buy01","These are fine items, not the sort of things you can just pick up","這些都是上等貨，可不是你在路邊隨便撿的那些垃圾哦。"
"npc_haldor_buy02","Don't touch anything unless you're prepared to pay for it.","看就看，別亂摸，摸壞了你可賠不起！"
"npc_haldor_buy03","Cast your eyes over my goods but keep your hands to yourself.","認真看，別動手！"
"npc_haldor_buy04","Something here might keep you alive a little longer. Though I don't know why you'd bother.","有些東西也許會讓你延年益壽，不過我不知道你為什麼想長寿。"
"npc_haldor_sell01","Let's see what scraps you've picked up...","讓我看看你都撿了些什麼破爛..."
"npc_haldor_sell02","Hmm, what have we here?","嗯，都有些什麼啊？"
"npc_haldor_sell03","I wonder if anything sparkles amongst all this muck you carry...","我倒要看看在你這堆破銅爛鐵裡能不能找出金子...."
"npc_haldor_sell04","Show me what you have.","給我看你都有什麼。"
"npc_haldor_smalltalk01","We're all lost here. The gods turned their eyes from Valheim a long time ago.","我們都是迷路人，諸神早已把瓦爾海姆遺忘。"
"npc_haldor_smalltalk02","I suppose you're here to hunt the Forsaken Ones? I don't bother them and they don't bother me.","你是來這擊殺被遺忘者的吧？我和他們可是互不干擾的。"
"npc_haldor_smalltalk03","Fight, build, explore. It all ends in the grave.","戰鬥，建造，探索。 不過最後都會被送進墳墓。"
"npc_haldor_smalltalk04","You're no different to all the others that came before you, warrior. And you'll end the same way.","你和之前的那些來這的人沒什麼區別。 而你們都會得到相同的結局。"
"npc_haldor_smalltalk05","Commerce is the only thing that separates us from the beasts.","貿易是我們和那些野獸們唯一的區別。"
,,
,,
"dream_random01","You dream of a river running uphill, of green shoots turning downward into the earth…","你夢到了水往高處流，樹往地下走...."
"dream_random02","Once again, you run at the head of your warriors, the weight of your father's axe in your hand.\n\nYou wake with the war-cry on your lips…","你又夢到了你踏著戰士們的頭顱前進，手裡握著你父親的戰斧。 \n\n你在戰爭的吶喊中醒來..."
"dream_random03","In your dream, you sit beside a fire in a great hall, surrounded by the chatter of familiar voices.\n\nTheir faces blur like smoke and their names slip your mind, but the warmth of their memory lingers…","在你的夢裡，你坐在一座燈火通明的宮殿裡，周圍都是熟悉的人在笑談。 \n\n但是你卻看不清他們模糊的臉，你已經不記得他們的名字，但是那溫暖的氛圍卻久久縈繞心懷..."
"dream_random04","You stand at the prow of a leaping ship, the salt spray before you and the joyful shriek of gulls above.\n\nFolded within a dream, you remember what it was like to be alive in the land of your birth.","你站在船頭，波濤洶湧，鹹濕的海風迎面而來，海鷗在歡快地鳴叫。 \n\n在夢裡，你回憶起了在你的故鄉活著的感覺。"
"dream_random05","You dream of a great tree reaching out through the night. One half of its branches crackle with flames, the others are green with leaves.","你夢到了一顆參天大樹在黑夜裡向你走來。 \n它一半已經被火燒裂，而另一半卻生機盎然。"
"dream_eikthyr01","You dream of running through a meadow, the sky alight with pale fire. There is a thunder of hoofbeats behind you but when you turn, nothing is there.\n\nYou awaken with your heart pounding in your chest.","你夢到你在青青草原上奔跑，天空中飄落微弱的火焰。 你聽到了如雷的踢聲，你猛然轉身，卻什麼都沒看見。 \n\n你在自己砰砰的心跳中醒來。"
"dream_elder01","In your dream, the forest rises before you, dragging the trees upward like a cloak, its dark mass hiding the stars. At the mountain's peak, vast antlers frame the moon...","在你的夢裡，森林被一股無形之力像斗篷一樣被掀起，無盡的黑暗遮住了星星，天地渾濁。 在山頂上，犄角勾勒出了月亮的形状..."
"dream_bonemass01","You dream of a hundred ghosts crowding thickly around your bedside, seeking warmth and life until something thumps deep below the ground and they jump like crumbs on a drumskin and are gone.","你夢到成百上千的幽靈在你床前周圍徘徊，似乎想從你這裡得到溫暖和生命的氣息。 然而地下卻傳來了巨響，而這些躁動的靈魂轉瞬即逝。"
"dream_moder01","You dream that you are flying over mountaintops, all of Valheim spread out below you.\n\nAs you wheel and dive in the cold air, a great shape soars up past you to block the sun. In the darkness, it speaks. ""Seek me.""","你夢到你在雪山頂飛翔，俯瞰整個瓦爾海姆。 \n\n當你開始在冷風中徘徊，一個巨大的影子遮住了太陽。 它對你說：“找到我。 ”"
"dream_yagluth01","In a chamber hung with golden drapes, you kneel before the throne of a veiled king. ""Sleep is but a mask,"" he tells you, lifting the veil slowly.\n\nYou wake screaming.","在一個掛著金色窗簾的大廳裡，你跪在一個蒙著面的國王座前。 “長眠不過只是我的面具。 ”他說道，並緩緩地掀開了他的面紗。 \n\n你在尖叫中醒來。"
,,
,,
"deadspeak_eikthyr","So you were my death? You look so small and soft… Tell Odin he may have broken this form but the wilderness will never submit to his rules...","所以你就是我的擊殺者? 你看起來微小又軟弱... 告訴奧丁，他是摧毀了我的肉身，但是我的靈魂永遠不會對他屈服。"
"deadspeak_elder","Little thing of blood and bone, I should have snapped you like a twig! Now I wither and die, let the great tree have me...","用血和骨做成的低等生物，我早該把你像樹枝一樣折斷的！而我現在卻要在枯萎中死去，讓我與世界之樹融為一體吧..."
"deadspeak_bonemass","Thank you, warrior. We who lived on in this shape were denied the peace of death for too long. We go now...","感謝你，勇士。 像我們這樣的靈體從來沒有得到過正真的平靜，即使我們已經死去。 現在我們可以離開了..."
"deadspeak_moder","Sheathe your pride, creature of Odin! My long reign is at an end but those who come after me are greater still...","收起你的高傲吧，奧丁捏的小泥人！雖然我的長期統治已經結束，但是我的追隨者仍會更加強大..."
"deadspeak_yagluth","Do you come to gloat, little thing? Do you know how many times I have been killed, broken, banished, burned and buried? You are not the first and you will not be the last.","小東西，你是來嘲笑我的嗎？你知道我已經被殺戮，撕裂，放逐，焚燒，掩埋過多少次了嗎？你不是第一個這樣做的人，也不會是最後一個。"
,,
,,
"npc_munin_general01","Kraa! Well met, wanderer… I am Munin, brother to Hugin. I bring greetings from the Allfather. His eye sees through mine, I carry his words beneath my tongue. Keep his ways and I will come to you again…","啞！幸會，流浪者...我是霧尼，福金的弟弟。 我代奧丁與你見面。 他可以看到我眼裡看到的一切，我可以帶他說出他想要說的話。 遵循他的旨意，我便會再回到你身邊..."
"npc_munin_general02","Kraa! All eyes are on this one. Big eyes, little eyes, eyes from above and eyes from below. Even the trees have eyes…","啞！所有的眼睛都在這裡。 大眼睛，小眼睛，天之眼和地之眼。 甚至樹木也有眼睛..."
"npc_munin_general03","Still you live, warrior? I had hoped for some little snack from your corpse, some morsel of carrion… Still, the Allfather will be pleased.","勇士，你竟然還活著？我本來還想等你死後飽餐一頓呢，打個牙祭你懂的...好吧，諸神之父會滿意的。"
"npc_munin_general04","Are you lost in the fog, warrior? I see things your eyes once knew, paths you trod and faces you loved. Poor warrior…","勇士，你在迷霧中迷路了嗎？我可以看到你眼裡的景象，你走過的路，你愛過的人。 太可憐了..."
"npc_munin_general05","Kraa! Do not forget your quest, wanderer! Remember why the Allfather sent you here. The Forsaken Ones must be destroyed. Remember!","啞！別忘了你的任務，流浪者！記得你為什麼被諸神之父送來這裡。 被遺忘者必須被摧毀。 切記！"
"npc_munin_general06","Ah, you have grown into a fine warrior! As a courtesy, I should tell you that when you die, we have agreed that Hugin will have your left eye as a treat and I will have your right. But we wish you well!","哇，你成為一名強壯的戰士了！不過其實出於禮貌，我應該在你死的時候才告訴你這個的，我和福金都商量好了，他吃你的左眼，我吃你的右眼。 \n嗯，祝安好！"
"npc_munin_general07","Kraa! Serve the Allfather well and he has given me leave to restore your memories. Do you remember the life you had before this one? It yet remembers you...","啞！奧丁對你很滿意，讓我來恢復你的記憶。 你還記得你的前世嗎？其實你的前世還記得你..."
"npc_munin_general08","I had not thought you would survive so long… But guard against pride, friend. Battlefields are banquets to me, I know how all great warriors end...","我沒想到你竟然可以活這麼久....不過別太驕傲，朋友。 戰場對我來說就是宴席，我知道所有勇猛戰士的結局.."
"npc_munin_general09","Kraa! Hear me now, I'll riddle you no longer. I am great Munin, the treasure-house of memory. I sit on the left shoulder of the Allfather and do his bidding in the ten worlds. I have seen many great warriors rise and fall but you are among the greatest. Know that Odin himself is watching you...","啞！聽著！我不會再給你指引了。 我是偉大的霧尼，記憶寶庫。 我站在諸神之父的左肩上為他在第十大神界壓標。 我曾經看到了各個戰士的起起落落，但是是最偉大的戰士之一。 記住，奧丁一直在看著你..."
"npc_munin_general10","Kraa! The Allfather sends tidings! He waits on your word to send the great bridge. Kill the Forsaken Ones and clear the way!","啞！諸神之父發出了他的旨意！祂正等著你的消息傳達偉大之橋。擊殺被遺忘者們，並清理你的前路！"
,,
,,
"lore_meadows_boartaming_label","Lore: Boars","背景：鬢猪"
"lore_mountains_fenring_label","Lore: Fenring","背景：芬林"
,,
"settings_veryhigh","Very High","非常高"
"settings_sfxvol","Effect Volume","特效音量"
,,
"// NOTE Language translations should only use the English column",,
"language_english","English",
"language_swedish","Svenska*",
"language_french","Français",
"language_italian","Italiano*",
"language_german","Deutsch",
"language_spanish","Español",
"language_russian","Русский",
"language_romanian","Romanian*",
"language_bulgarian","български*",
"language_macedonian","македонски*",
"language_finnish","Suomi*",
"language_danish","Dansk*",
"language_icelandic","íslenska*",
"language_turkish","Türkçe",
"language_lithuanian","Lietuvių kalba*",
"language_czech","čeština*",
"language_hungarian","Magyar nyelv*",
"language_polish","Polski",
"language_dutch","Nederlands",
"language_greek","Ελληνικά*",
"language_ukrainian","українська мова*",
"language_portuguese_european","Português europeu*",
"language_portuguese_brazilian","Português (Brasil)",
"language_chinese","正體中文",
"language_japanese","日本語",
"language_korean","한국어 (불완전한)",
,,
,,
"//NEW STUFF BELOW",,
"lore_plains_random07","Beneath the ground are the halls of men and women long since gone, ancient tribes who lived in Valheim even before the Allfather turned his eye upon this place. Delve deep to find their treasures but beware, some amongst them do not yet know they are dead.","很久很久以前，在奧丁都還不曾注意到瓦爾海姆時，曾經在這裡也有著大量的居民，但他們已與世長辭。 去地下探索寶藏吧，但你要小心，因為它們很多還不知道自己已經死去，"
"settings_langchange_notice","Game restart is required when changing language.","切換語言後需要重啟遊戲"
"settings_langchange_community","*Community Translation","*社群翻譯"
"enemy_fenring","Fenring","芬林"
"enemy_greydwarf","Greydwarf","灰矮人"
"enemy_greydwarfbrute","Greydwarf brute","灰矮人暴徒"
"enemy_greydwarfshaman","Greydwarf shaman","灰矮人薩滿"
"enemy_greyling","Greyling","小灰矮人"
"animal_fish","Fish","魚"
"enemy_boar","Boar","鬢豬"
"enemy_boarpiggy","Piggy","豬"
"enemy_deer","Deer","鹿"
"enemy_draugr","Draugr","屍鬼"
"enemy_draugrelite","Draugr elite","屍鬼精英"
"enemy_ghost","Ghost","幽靈"
"enemy_leech","Leech","水蛭"
"enemy_lox","Lox","平原氂牛"
"npc_halstein","Halstein","海爾司坦"
"enemy_neck","Neck","蜥蜴精"
"npc_hugin","Hugin","福金"
"enemy_serpent","Serpent","蛟龍"
"enemy_skeleton","Skeleton","骷髏"
"enemy_skeletonpoison","Rancid remains","腐臭遺骸"
"enemy_surtling","Surtling","焰靈"
"npc_haldor","Haldor","霍爾德"
"enemy_wolf","Wolf","狼"
"enemy_wolfcub","Wolf cub","幼狼"
"enemy_wraith","Wraith","鬼魅"
"enemy_goblinshaman","Fuling shaman","符靈薩滿"
"menu_feedback","Do you have any bugs, cool ideas or general feedback you want to give us? Send us a message using this fancy mail button.","如果您對我們有什麼意見或建議，請按此鍵回饋哦！"
"tool_cart","Cart","雙輪貨車"
"ship_karve","Karve","維京船"
"ship_raft","Raft","木筏"
"ship_longship","Longship","維京長船"
,,
"language_slovak","Slovak",
"menu_joinip","Join IP","直接 IP 連線"
"enemy_blobelite","Blob elite","巨型軟泥怪"
"enemy_blob","Blob","軟泥怪"
"piece_offerbowl_eikthyr","Offer bowl","獻祭台"
"piece_offerbowl_bonemass","Offer bowl","獻祭池"
"piece_deposit_silvervein","Silver deposit","銀礦脈"
